Causa de muerte,Sexo,Comunidades y Ciudades Autónomas,Edad,Periodo,Total
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1986,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1985,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1984,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1983,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1982,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1981,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 30 a 39 años,1980,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2023,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2022,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2021,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2020,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2019,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2018,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2017,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2016,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2015,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2014,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2013,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2012,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2011,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2010,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2009,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2008,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2007,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2006,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2005,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2004,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2003,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2002,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2001,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,2000,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1999,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1998,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1997,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1996,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1995,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1994,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1993,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1992,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1991,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1990,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1989,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1988,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1987,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1986,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1985,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1984,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1983,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1982,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1981,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 40 a 44 años,1980,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2023,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2022,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2021,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2020,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2019,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2018,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2017,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2016,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2015,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2014,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2013,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2012,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2011,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2010,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2009,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2008,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2007,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2006,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2005,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2004,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2003,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2002,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2001,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,2000,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1999,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1998,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1997,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1996,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1995,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1994,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1993,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1992,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1991,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1990,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1989,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1988,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1987,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1986,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1985,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1984,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1983,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1982,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1981,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 45 a 49 años,1980,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2023,9
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2022,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2021,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2020,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2019,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2018,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2017,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2016,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2015,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2014,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2013,7
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2012,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2011,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2010,7
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2009,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2008,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2007,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2006,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2005,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2004,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2003,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2002,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2001,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,2000,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1999,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1998,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1997,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1996,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1995,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1994,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1993,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1992,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1991,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1990,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1989,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1988,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1987,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1986,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1985,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1984,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1983,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1982,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1981,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 50 a 54 años,1980,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2023,14
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2022,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2021,15
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2020,8
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2019,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2018,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2017,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2016,11
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2015,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2014,10
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2013,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2012,13
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2011,7
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2010,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2009,7
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2008,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2007,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2006,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2005,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2004,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2003,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2002,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2001,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,2000,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1999,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1998,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1997,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1996,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1995,5
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1994,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1993,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1992,6
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1991,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1990,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1989,3
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1988,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1987,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1986,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1985,2
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1984,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1983,0
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1982,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1981,4
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 55 a 59 años,1980,1
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos,Mujeres,05 Canarias,De 60 a 64 años,2023,19
