index;Sexo;Comunidades y Ciudades Autónomas;Periodo;Edad;Total
6125;Hombres;09 Cataluña;1988;De 45 a 49 años;166936.0
6126;Hombres;09 Cataluña;1988;De 50 a 54 años;170445.0
6127;Hombres;09 Cataluña;1988;De 55 a 59 años;174950.0
6128;Hombres;09 Cataluña;1988;De 60 a 64 años;156065.0
6129;Hombres;09 Cataluña;1988;De 65 a 69 años;124178.0
6130;Hombres;09 Cataluña;1988;De 70 a 74 años;84191.0
6131;Hombres;09 Cataluña;1988;De 75 a 79 años;63968.0
6132;Hombres;09 Cataluña;1988;De 80 a 84 años;36468.0
6133;Hombres;09 Cataluña;1988;De 85 a 89 años;20079.0
6134;Hombres;09 Cataluña;1988;De 90 a 94 años;0.0
6135;Hombres;09 Cataluña;1988;Menos de 1 año;29454.0
6136;Hombres;09 Cataluña;1988;Todas las edades;2968965.0
6137;Hombres;09 Cataluña;1989;95 y más años;0.0
6138;Hombres;09 Cataluña;1989;De 1 a 14 años;556667.0
6139;Hombres;09 Cataluña;1989;De 15 a 29 años;745440.0
6140;Hombres;09 Cataluña;1989;De 30 a 39 años;420612.0
6141;Hombres;09 Cataluña;1989;De 40 a 44 años;205894.0
6142;Hombres;09 Cataluña;1989;De 45 a 49 años;181683.0
6143;Hombres;09 Cataluña;1989;De 50 a 54 años;157051.0
6144;Hombres;09 Cataluña;1989;De 55 a 59 años;175206.0
6145;Hombres;09 Cataluña;1989;De 60 a 64 años;156827.0
6146;Hombres;09 Cataluña;1989;De 65 a 69 años;131090.0
6147;Hombres;09 Cataluña;1989;De 70 a 74 años;84724.0
6148;Hombres;09 Cataluña;1989;De 75 a 79 años;64887.0
6149;Hombres;09 Cataluña;1989;De 80 a 84 años;38001.0
6150;Hombres;09 Cataluña;1989;De 85 a 89 años;20787.0
6151;Hombres;09 Cataluña;1989;De 90 a 94 años;0.0
6152;Hombres;09 Cataluña;1989;Menos de 1 año;28705.0
6153;Hombres;09 Cataluña;1989;Todas las edades;2967572.0
6154;Hombres;09 Cataluña;1990;95 y más años;0.0
6155;Hombres;09 Cataluña;1990;De 1 a 14 años;529827.0
6156;Hombres;09 Cataluña;1990;De 15 a 29 años;752869.0
6157;Hombres;09 Cataluña;1990;De 30 a 39 años;426254.0
6158;Hombres;09 Cataluña;1990;De 40 a 44 años;202185.0
6159;Hombres;09 Cataluña;1990;De 45 a 49 años;181628.0
6160;Hombres;09 Cataluña;1990;De 50 a 54 años;160880.0
6161;Hombres;09 Cataluña;1990;De 55 a 59 años;174008.0
6162;Hombres;09 Cataluña;1990;De 60 a 64 años;158841.0
6163;Hombres;09 Cataluña;1990;De 65 a 69 años;135489.0
6164;Hombres;09 Cataluña;1990;De 70 a 74 años;87972.0
6165;Hombres;09 Cataluña;1990;De 75 a 79 años;65064.0
6166;Hombres;09 Cataluña;1990;De 80 a 84 años;39384.0
6167;Hombres;09 Cataluña;1990;De 85 a 89 años;21510.0
6168;Hombres;09 Cataluña;1990;De 90 a 94 años;0.0
6169;Hombres;09 Cataluña;1990;Menos de 1 año;28334.0
6170;Hombres;09 Cataluña;1990;Todas las edades;2964243.0
6171;Hombres;09 Cataluña;1991;95 y más años;0.0
6172;Hombres;09 Cataluña;1991;De 1 a 14 años;508069.0
6173;Hombres;09 Cataluña;1991;De 15 a 29 años;763962.0
6174;Hombres;09 Cataluña;1991;De 30 a 39 años;433022.0
6175;Hombres;09 Cataluña;1991;De 40 a 44 años;203107.0
6176;Hombres;09 Cataluña;1991;De 45 a 49 años;188186.0
6177;Hombres;09 Cataluña;1991;De 50 a 54 años;154761.0
6178;Hombres;09 Cataluña;1991;De 55 a 59 años;174437.0
6179;Hombres;09 Cataluña;1991;De 60 a 64 años;159877.0
6180;Hombres;09 Cataluña;1991;De 65 a 69 años;137995.0
6181;Hombres;09 Cataluña;1991;De 70 a 74 años;94093.0
6182;Hombres;09 Cataluña;1991;De 75 a 79 años;65573.0
6183;Hombres;09 Cataluña;1991;De 80 a 84 años;40441.0
6184;Hombres;09 Cataluña;1991;De 85 a 89 años;22429.0
6185;Hombres;09 Cataluña;1991;De 90 a 94 años;0.0
6186;Hombres;09 Cataluña;1991;Menos de 1 año;28782.0
6187;Hombres;09 Cataluña;1991;Todas las edades;2974733.0
6188;Hombres;09 Cataluña;1992;95 y más años;0.0
6189;Hombres;09 Cataluña;1992;De 1 a 14 años;489307.0
6190;Hombres;09 Cataluña;1992;De 15 a 29 años;772980.0
6191;Hombres;09 Cataluña;1992;De 30 a 39 años;439220.0
6192;Hombres;09 Cataluña;1992;De 40 a 44 años;204222.0
6193;Hombres;09 Cataluña;1992;De 45 a 49 años;195672.0
6194;Hombres;09 Cataluña;1992;De 50 a 54 años;152483.0
6195;Hombres;09 Cataluña;1992;De 55 a 59 años;172228.0
6196;Hombres;09 Cataluña;1992;De 60 a 64 años;162287.0
6197;Hombres;09 Cataluña;1992;De 65 a 69 años;139241.0
6198;Hombres;09 Cataluña;1992;De 70 a 74 años;100620.0
6199;Hombres;09 Cataluña;1992;De 75 a 79 años;65381.0
6200;Hombres;09 Cataluña;1992;De 80 a 84 años;41825.0
6201;Hombres;09 Cataluña;1992;De 85 a 89 años;23876.0
6202;Hombres;09 Cataluña;1992;De 90 a 94 años;0.0
6203;Hombres;09 Cataluña;1992;Menos de 1 año;29428.0
6204;Hombres;09 Cataluña;1992;Todas las edades;2988770.0
6205;Hombres;09 Cataluña;1993;95 y más años;0.0
6206;Hombres;09 Cataluña;1993;De 1 a 14 años;471983.0
6207;Hombres;09 Cataluña;1993;De 15 a 29 años;780319.0
6208;Hombres;09 Cataluña;1993;De 30 a 39 años;446892.0
6209;Hombres;09 Cataluña;1993;De 40 a 44 años;201856.0
6210;Hombres;09 Cataluña;1993;De 45 a 49 años;200680.0
6211;Hombres;09 Cataluña;1993;De 50 a 54 años;162024.0
6212;Hombres;09 Cataluña;1993;De 55 a 59 años;163517.0
6213;Hombres;09 Cataluña;1993;De 60 a 64 años;163982.0
6214;Hombres;09 Cataluña;1993;De 65 a 69 años;141178.0
6215;Hombres;09 Cataluña;1993;De 70 a 74 años;106264.0
6216;Hombres;09 Cataluña;1993;De 75 a 79 años;66121.0
6217;Hombres;09 Cataluña;1993;De 80 a 84 años;42946.0
6218;Hombres;09 Cataluña;1993;De 85 a 89 años;25131.0
6219;Hombres;09 Cataluña;1993;De 90 a 94 años;0.0
6220;Hombres;09 Cataluña;1993;Menos de 1 año;28739.0
6221;Hombres;09 Cataluña;1993;Todas las edades;3001636.0
6222;Hombres;09 Cataluña;1994;95 y más años;0.0
6223;Hombres;09 Cataluña;1994;De 1 a 14 años;456795.0
6224;Hombres;09 Cataluña;1994;De 15 a 29 años;781078.0
6225;Hombres;09 Cataluña;1994;De 30 a 39 años;458353.0
6226;Hombres;09 Cataluña;1994;De 40 a 44 años;202050.0
6227;Hombres;09 Cataluña;1994;De 45 a 49 años;203092.0
6228;Hombres;09 Cataluña;1994;De 50 a 54 años;177023.0
6229;Hombres;09 Cataluña;1994;De 55 a 59 años;150789.0
6230;Hombres;09 Cataluña;1994;De 60 a 64 años;164715.0
6231;Hombres;09 Cataluña;1994;De 65 a 69 años;142316.0
6232;Hombres;09 Cataluña;1994;De 70 a 74 años;112645.0
6233;Hombres;09 Cataluña;1994;De 75 a 79 años;66760.0
6234;Hombres;09 Cataluña;1994;De 80 a 84 años;44030.0
6235;Hombres;09 Cataluña;1994;De 85 a 89 años;26427.0
6236;Hombres;09 Cataluña;1994;De 90 a 94 años;0.0
6237;Hombres;09 Cataluña;1994;Menos de 1 año;28009.0
6238;Hombres;09 Cataluña;1994;Todas las edades;3014081.0
6239;Hombres;09 Cataluña;1995;95 y más años;0.0
6240;Hombres;09 Cataluña;1995;De 1 a 14 años;443751.0
6241;Hombres;09 Cataluña;1995;De 15 a 29 años;779087.0
6242;Hombres;09 Cataluña;1995;De 30 a 39 años;468518.0
6243;Hombres;09 Cataluña;1995;De 40 a 44 años;205659.0
6244;Hombres;09 Cataluña;1995;De 45 a 49 años;200628.0
6245;Hombres;09 Cataluña;1995;De 50 a 54 años;177816.0
6246;Hombres;09 Cataluña;1995;De 55 a 59 años;154803.0
6247;Hombres;09 Cataluña;1995;De 60 a 64 años;164009.0
6248;Hombres;09 Cataluña;1995;De 65 a 69 años;144742.0
6249;Hombres;09 Cataluña;1995;De 70 a 74 años;116921.0
6250;Hombres;09 Cataluña;1995;De 75 a 79 años;69472.0
6251;Hombres;09 Cataluña;1995;De 80 a 84 años;44527.0
6252;Hombres;09 Cataluña;1995;De 85 a 89 años;27745.0
6253;Hombres;09 Cataluña;1995;De 90 a 94 años;0.0
6254;Hombres;09 Cataluña;1995;Menos de 1 año;27958.0
6255;Hombres;09 Cataluña;1995;Todas las edades;3025638.0
6256;Hombres;09 Cataluña;1996;95 y más años;0.0
6257;Hombres;09 Cataluña;1996;De 1 a 14 años;432414.0
6258;Hombres;09 Cataluña;1996;De 15 a 29 años;773960.0
6259;Hombres;09 Cataluña;1996;De 30 a 39 años;479403.0
6260;Hombres;09 Cataluña;1996;De 40 a 44 años;209089.0
6261;Hombres;09 Cataluña;1996;De 45 a 49 años;202008.0
6262;Hombres;09 Cataluña;1996;De 50 a 54 años;184447.0
6263;Hombres;09 Cataluña;1996;De 55 a 59 años;149345.0
6264;Hombres;09 Cataluña;1996;De 60 a 64 años;164651.0
6265;Hombres;09 Cataluña;1996;De 65 a 69 años;145893.0
6266;Hombres;09 Cataluña;1996;De 70 a 74 años;119501.0
6267;Hombres;09 Cataluña;1996;De 75 a 79 años;74543.0
6268;Hombres;09 Cataluña;1996;De 80 a 84 años;45099.0
6269;Hombres;09 Cataluña;1996;De 85 a 89 años;28967.0
6270;Hombres;09 Cataluña;1996;De 90 a 94 años;0.0
6271;Hombres;09 Cataluña;1996;Menos de 1 año;28420.0
6272;Hombres;09 Cataluña;1996;Todas las edades;3037737.0
6273;Hombres;09 Cataluña;1997;95 y más años;0.0
6274;Hombres;09 Cataluña;1997;De 1 a 14 años;423778.0
6275;Hombres;09 Cataluña;1997;De 15 a 29 años;765368.0
6276;Hombres;09 Cataluña;1997;De 30 a 39 años;489398.0
6277;Hombres;09 Cataluña;1997;De 40 a 44 años;212662.0
6278;Hombres;09 Cataluña;1997;De 45 a 49 años;203534.0
6279;Hombres;09 Cataluña;1997;De 50 a 54 años;191977.0
6280;Hombres;09 Cataluña;1997;De 55 a 59 años;147384.0
6281;Hombres;09 Cataluña;1997;De 60 a 64 años;162866.0
6282;Hombres;09 Cataluña;1997;De 65 a 69 años;148426.0
6283;Hombres;09 Cataluña;1997;De 70 a 74 años;120948.0
6284;Hombres;09 Cataluña;1997;De 75 a 79 años;79820.0
6285;Hombres;09 Cataluña;1997;De 80 a 84 años;44877.0
6286;Hombres;09 Cataluña;1997;De 85 a 89 años;30251.0
6287;Hombres;09 Cataluña;1997;De 90 a 94 años;0.0
6288;Hombres;09 Cataluña;1997;Menos de 1 año;29257.0
6289;Hombres;09 Cataluña;1997;Todas las edades;3050545.0
6290;Hombres;09 Cataluña;1998;95 y más años;0.0
6291;Hombres;09 Cataluña;1998;De 1 a 14 años;418611.0
6292;Hombres;09 Cataluña;1998;De 15 a 29 años;754575.0
6293;Hombres;09 Cataluña;1998;De 30 a 39 años;497764.0
6294;Hombres;09 Cataluña;1998;De 40 a 44 años;217870.0
6295;Hombres;09 Cataluña;1998;De 45 a 49 años;201660.0
6296;Hombres;09 Cataluña;1998;De 50 a 54 años;197367.0
6297;Hombres;09 Cataluña;1998;De 55 a 59 años;156645.0
6298;Hombres;09 Cataluña;1998;De 60 a 64 años;154822.0
6299;Hombres;09 Cataluña;1998;De 65 a 69 años;150460.0
6300;Hombres;09 Cataluña;1998;De 70 a 74 años;122718.0
6301;Hombres;09 Cataluña;1998;De 75 a 79 años;84701.0
6302;Hombres;09 Cataluña;1998;De 80 a 84 años;45216.0
6303;Hombres;09 Cataluña;1998;De 85 a 89 años;31442.0
6304;Hombres;09 Cataluña;1998;De 90 a 94 años;0.0
6305;Hombres;09 Cataluña;1998;Menos de 1 año;29567.0
6306;Hombres;09 Cataluña;1998;Todas las edades;3063412.0
6307;Hombres;09 Cataluña;1999;95 y más años;0.0
6308;Hombres;09 Cataluña;1999;De 1 a 14 años;414969.0
6309;Hombres;09 Cataluña;1999;De 15 a 29 años;741305.0
6310;Hombres;09 Cataluña;1999;De 30 a 39 años;507072.0
6311;Hombres;09 Cataluña;1999;De 40 a 44 años;223509.0
6312;Hombres;09 Cataluña;1999;De 45 a 49 años;202087.0
6313;Hombres;09 Cataluña;1999;De 50 a 54 años;200116.0
6314;Hombres;09 Cataluña;1999;De 55 a 59 años;171326.0
6315;Hombres;09 Cataluña;1999;De 60 a 64 años;142718.0
6316;Hombres;09 Cataluña;1999;De 65 a 69 años;151266.0
6317;Hombres;09 Cataluña;1999;De 70 a 74 años;123747.0
6318;Hombres;09 Cataluña;1999;De 75 a 79 años;89898.0
6319;Hombres;09 Cataluña;1999;De 80 a 84 años;45560.0
6320;Hombres;09 Cataluña;1999;De 85 a 89 años;32043.0
6321;Hombres;09 Cataluña;1999;De 90 a 94 años;0.0
6322;Hombres;09 Cataluña;1999;Menos de 1 año;30558.0
6323;Hombres;09 Cataluña;1999;Todas las edades;3076173.0
6324;Hombres;09 Cataluña;2000;95 y más años;0.0
6325;Hombres;09 Cataluña;2000;De 1 a 14 años;413464.0
6326;Hombres;09 Cataluña;2000;De 15 a 29 años;724923.0
6327;Hombres;09 Cataluña;2000;De 30 a 39 años;517455.0
6328;Hombres;09 Cataluña;2000;De 40 a 44 años;228823.0
6329;Hombres;09 Cataluña;2000;De 45 a 49 años;206115.0
6330;Hombres;09 Cataluña;2000;De 50 a 54 años;198127.0
6331;Hombres;09 Cataluña;2000;De 55 a 59 años;172431.0
6332;Hombres;09 Cataluña;2000;De 60 a 64 años;146903.0
6333;Hombres;09 Cataluña;2000;De 65 a 69 años;150920.0
6334;Hombres;09 Cataluña;2000;De 70 a 74 años;126202.0
6335;Hombres;09 Cataluña;2000;De 75 a 79 años;93737.0
6336;Hombres;09 Cataluña;2000;De 80 a 84 años;47633.0
6337;Hombres;09 Cataluña;2000;De 85 a 89 años;33008.0
6338;Hombres;09 Cataluña;2000;De 90 a 94 años;0.0
6339;Hombres;09 Cataluña;2000;Menos de 1 año;32544.0
6340;Hombres;09 Cataluña;2000;Todas las edades;3092286.0
6341;Hombres;09 Cataluña;2001;95 y más años;1499.0
6342;Hombres;09 Cataluña;2001;De 1 a 14 años;417474.0
6343;Hombres;09 Cataluña;2001;De 15 a 29 años;713148.0
6344;Hombres;09 Cataluña;2001;De 30 a 39 años;534165.0
6345;Hombres;09 Cataluña;2001;De 40 a 44 años;234812.0
6346;Hombres;09 Cataluña;2001;De 45 a 49 años;210795.0
6347;Hombres;09 Cataluña;2001;De 50 a 54 años;200038.0
6348;Hombres;09 Cataluña;2001;De 55 a 59 años;179438.0
6349;Hombres;09 Cataluña;2001;De 60 a 64 años;142275.0
6350;Hombres;09 Cataluña;2001;De 65 a 69 años;151830.0
6351;Hombres;09 Cataluña;2001;De 70 a 74 años;127829.0
6352;Hombres;09 Cataluña;2001;De 75 a 79 años;96160.0
6353;Hombres;09 Cataluña;2001;De 80 a 84 años;51618.0
6354;Hombres;09 Cataluña;2001;De 85 a 89 años;58411.0
6355;Hombres;09 Cataluña;2001;De 90 a 94 años;8016.0
6356;Hombres;09 Cataluña;2001;Menos de 1 año;33572.0
6357;Hombres;09 Cataluña;2001;Todas las edades;3127109.0
6358;Hombres;09 Cataluña;2002;95 y más años;1545.0
6359;Hombres;09 Cataluña;2002;De 1 a 14 años;431258.0
6360;Hombres;09 Cataluña;2002;De 15 a 29 años;726634.0
6361;Hombres;09 Cataluña;2002;De 30 a 39 años;567225.0
6362;Hombres;09 Cataluña;2002;De 40 a 44 años;244264.0
6363;Hombres;09 Cataluña;2002;De 45 a 49 años;218038.0
6364;Hombres;09 Cataluña;2002;De 50 a 54 años;203568.0
6365;Hombres;09 Cataluña;2002;De 55 a 59 años;188045.0
6366;Hombres;09 Cataluña;2002;De 60 a 64 años;141148.0
6367;Hombres;09 Cataluña;2002;De 65 a 69 años;150798.0
6368;Hombres;09 Cataluña;2002;De 70 a 74 años;130820.0
6369;Hombres;09 Cataluña;2002;De 75 a 79 años;98038.0
6370;Hombres;09 Cataluña;2002;De 80 a 84 años;55881.0
6371;Hombres;09 Cataluña;2002;De 85 a 89 años;59366.0
6372;Hombres;09 Cataluña;2002;De 90 a 94 años;8510.0
6373;Hombres;09 Cataluña;2002;Menos de 1 año;35621.0
6374;Hombres;09 Cataluña;2002;Todas las edades;3226050.0
6375;Hombres;09 Cataluña;2003;95 y más años;1585.0
6376;Hombres;09 Cataluña;2003;De 1 a 14 años;446550.0
6377;Hombres;09 Cataluña;2003;De 15 a 29 años;728445.0
6378;Hombres;09 Cataluña;2003;De 30 a 39 años;596241.0
6379;Hombres;09 Cataluña;2003;De 40 a 44 años;252488.0
6380;Hombres;09 Cataluña;2003;De 45 a 49 años;226349.0
6381;Hombres;09 Cataluña;2003;De 50 a 54 años;203543.0
6382;Hombres;09 Cataluña;2003;De 55 a 59 años;194609.0
6383;Hombres;09 Cataluña;2003;De 60 a 64 años;150743.0
6384;Hombres;09 Cataluña;2003;De 65 a 69 años;143863.0
6385;Hombres;09 Cataluña;2003;De 70 a 74 años;133454.0
6386;Hombres;09 Cataluña;2003;De 75 a 79 años;99991.0
6387;Hombres;09 Cataluña;2003;De 80 a 84 años;59909.0
6388;Hombres;09 Cataluña;2003;De 85 a 89 años;60349.0
6389;Hombres;09 Cataluña;2003;De 90 a 94 años;8790.0
6390;Hombres;09 Cataluña;2003;Menos de 1 año;38504.0
6391;Hombres;09 Cataluña;2003;Todas las edades;3310051.0
6392;Hombres;09 Cataluña;2004;95 y más años;1708.0
6393;Hombres;09 Cataluña;2004;De 1 a 14 años;461614.0
6394;Hombres;09 Cataluña;2004;De 15 a 29 años;728400.0
6395;Hombres;09 Cataluña;2004;De 30 a 39 años;626199.0
6396;Hombres;09 Cataluña;2004;De 40 a 44 años;265388.0
6397;Hombres;09 Cataluña;2004;De 45 a 49 años;235588.0
6398;Hombres;09 Cataluña;2004;De 50 a 54 años;206086.0
6399;Hombres;09 Cataluña;2004;De 55 a 59 años;198508.0
6400;Hombres;09 Cataluña;2004;De 60 a 64 años;165568.0
6401;Hombres;09 Cataluña;2004;De 65 a 69 años;133251.0
6402;Hombres;09 Cataluña;2004;De 70 a 74 años;134945.0
6403;Hombres;09 Cataluña;2004;De 75 a 79 años;101930.0
6404;Hombres;09 Cataluña;2004;De 80 a 84 años;64373.0
6405;Hombres;09 Cataluña;2004;De 85 a 89 años;62139.0
6406;Hombres;09 Cataluña;2004;De 90 a 94 años;9131.0
6407;Hombres;09 Cataluña;2004;Menos de 1 año;39848.0
6408;Hombres;09 Cataluña;2004;Todas las edades;3398189.0
6409;Hombres;09 Cataluña;2005;95 y más años;1843.0
6410;Hombres;09 Cataluña;2005;De 1 a 14 años;477841.0
6411;Hombres;09 Cataluña;2005;De 15 a 29 años;721034.0
6412;Hombres;09 Cataluña;2005;De 30 a 39 años;654050.0
6413;Hombres;09 Cataluña;2005;De 40 a 44 años;275818.0
6414;Hombres;09 Cataluña;2005;De 45 a 49 años;244058.0
6415;Hombres;09 Cataluña;2005;De 50 a 54 años;212024.0
6416;Hombres;09 Cataluña;2005;De 55 a 59 años;197762.0
6417;Hombres;09 Cataluña;2005;De 60 a 64 años;167330.0
6418;Hombres;09 Cataluña;2005;De 65 a 69 años;137844.0
6419;Hombres;09 Cataluña;2005;De 70 a 74 años;135301.0
6420;Hombres;09 Cataluña;2005;De 75 a 79 años;104688.0
6421;Hombres;09 Cataluña;2005;De 80 a 84 años;67295.0
6422;Hombres;09 Cataluña;2005;De 85 a 89 años;65034.0
6423;Hombres;09 Cataluña;2005;De 90 a 94 años;9264.0
6424;Hombres;09 Cataluña;2005;Menos de 1 año;41589.0
6425;Hombres;09 Cataluña;2005;Todas las edades;3474702.0
6426;Hombres;09 Cataluña;2006;95 y más años;1906.0
6427;Hombres;09 Cataluña;2006;De 1 a 14 años;494882.0
6428;Hombres;09 Cataluña;2006;De 15 a 29 años;711550.0
6429;Hombres;09 Cataluña;2006;De 30 a 39 años;677388.0
6430;Hombres;09 Cataluña;2006;De 40 a 44 años;287596.0
6431;Hombres;09 Cataluña;2006;De 45 a 49 años;251543.0
6432;Hombres;09 Cataluña;2006;De 50 a 54 años;217878.0
6433;Hombres;09 Cataluña;2006;De 55 a 59 años;200144.0
6434;Hombres;09 Cataluña;2006;De 60 a 64 años;174327.0
6435;Hombres;09 Cataluña;2006;De 65 a 69 años;134073.0
6436;Hombres;09 Cataluña;2006;De 70 a 74 años;136744.0
6437;Hombres;09 Cataluña;2006;De 75 a 79 años;106954.0
6438;Hombres;09 Cataluña;2006;De 80 a 84 años;69922.0
6439;Hombres;09 Cataluña;2006;De 85 a 89 años;71321.0
6440;Hombres;09 Cataluña;2006;De 90 a 94 años;9546.0
6441;Hombres;09 Cataluña;2006;Menos de 1 año;42873.0
6442;Hombres;09 Cataluña;2006;Todas las edades;3547260.0
6443;Hombres;09 Cataluña;2007;95 y más años;2087.0
6444;Hombres;09 Cataluña;2007;De 1 a 14 años;513728.0
6445;Hombres;09 Cataluña;2007;De 15 a 29 años;708980.0
6446;Hombres;09 Cataluña;2007;De 30 a 39 años;703511.0
6447;Hombres;09 Cataluña;2007;De 40 a 44 años;299671.0
6448;Hombres;09 Cataluña;2007;De 45 a 49 años;259079.0
6449;Hombres;09 Cataluña;2007;De 50 a 54 años;224298.0
6450;Hombres;09 Cataluña;2007;De 55 a 59 años;203122.0
6451;Hombres;09 Cataluña;2007;De 60 a 64 años;182150.0
6452;Hombres;09 Cataluña;2007;De 65 a 69 años;133276.0
6453;Hombres;09 Cataluña;2007;De 70 a 74 años;136029.0
6454;Hombres;09 Cataluña;2007;De 75 a 79 años;110029.0
6455;Hombres;09 Cataluña;2007;De 80 a 84 años;71779.0
6456;Hombres;09 Cataluña;2007;De 85 a 89 años;76982.0
6457;Hombres;09 Cataluña;2007;De 90 a 94 años;9711.0
6458;Hombres;09 Cataluña;2007;Menos de 1 año;43674.0
6459;Hombres;09 Cataluña;2007;Todas las edades;3633715.0
6460;Hombres;09 Cataluña;2008;95 y más años;2203.0
6461;Hombres;09 Cataluña;2008;De 1 a 14 años;531476.0
6462;Hombres;09 Cataluña;2008;De 15 a 29 años;692764.0
6463;Hombres;09 Cataluña;2008;De 30 a 39 años;718665.0
6464;Hombres;09 Cataluña;2008;De 40 a 44 años;309182.0
6465;Hombres;09 Cataluña;2008;De 45 a 49 años;264908.0
6466;Hombres;09 Cataluña;2008;De 50 a 54 años;231029.0
6467;Hombres;09 Cataluña;2008;De 55 a 59 años;202580.0
6468;Hombres;09 Cataluña;2008;De 60 a 64 años;188374.0
6469;Hombres;09 Cataluña;2008;De 65 a 69 años;142198.0
6470;Hombres;09 Cataluña;2008;De 70 a 74 años;130002.0
6471;Hombres;09 Cataluña;2008;De 75 a 79 años;112859.0
6472;Hombres;09 Cataluña;2008;De 80 a 84 años;74157.0
6473;Hombres;09 Cataluña;2008;De 85 a 89 años;83244.0
6474;Hombres;09 Cataluña;2008;De 90 a 94 años;10042.0
6475;Hombres;09 Cataluña;2008;Menos de 1 año;46272.0
6476;Hombres;09 Cataluña;2008;Todas las edades;3692210.0
6477;Hombres;09 Cataluña;2009;95 y más años;2431.0
6478;Hombres;09 Cataluña;2009;De 1 a 14 años;546640.0
6479;Hombres;09 Cataluña;2009;De 15 a 29 años;661673.0
6480;Hombres;09 Cataluña;2009;De 30 a 39 años;715602.0
6481;Hombres;09 Cataluña;2009;De 40 a 44 años;311875.0
6482;Hombres;09 Cataluña;2009;De 45 a 49 años;272799.0
6483;Hombres;09 Cataluña;2009;De 50 a 54 años;237420.0
6484;Hombres;09 Cataluña;2009;De 55 a 59 años;203669.0
6485;Hombres;09 Cataluña;2009;De 60 a 64 años;191558.0
6486;Hombres;09 Cataluña;2009;De 65 a 69 años;155931.0
6487;Hombres;09 Cataluña;2009;De 70 a 74 años;120514.0
6488;Hombres;09 Cataluña;2009;De 75 a 79 años;114449.0
6489;Hombres;09 Cataluña;2009;De 80 a 84 años;76214.0
6490;Hombres;09 Cataluña;2009;De 85 a 89 años;89748.0
6491;Hombres;09 Cataluña;2009;De 90 a 94 años;10543.0
6492;Hombres;09 Cataluña;2009;Menos de 1 año;44327.0
6493;Hombres;09 Cataluña;2009;Todas las edades;3704036.0
6494;Hombres;09 Cataluña;2010;95 y más años;2658.0
6495;Hombres;09 Cataluña;2010;De 1 a 14 años;559249.0
6496;Hombres;09 Cataluña;2010;De 15 a 29 años;633061.0
6497;Hombres;09 Cataluña;2010;De 30 a 39 años;705386.0
6498;Hombres;09 Cataluña;2010;De 40 a 44 años;316930.0
6499;Hombres;09 Cataluña;2010;De 45 a 49 años;278869.0
6500;Hombres;09 Cataluña;2010;De 50 a 54 años;243250.0
6501;Hombres;09 Cataluña;2010;De 55 a 59 años;208191.0
6502;Hombres;09 Cataluña;2010;De 60 a 64 años;190475.0
6503;Hombres;09 Cataluña;2010;De 65 a 69 años;157408.0
6504;Hombres;09 Cataluña;2010;De 70 a 74 años;125147.0
6505;Hombres;09 Cataluña;2010;De 75 a 79 años;115475.0
6506;Hombres;09 Cataluña;2010;De 80 a 84 años;79169.0
6507;Hombres;09 Cataluña;2010;De 85 a 89 años;95746.0
6508;Hombres;09 Cataluña;2010;De 90 a 94 años;11481.0
6509;Hombres;09 Cataluña;2010;Menos de 1 año;44083.0
6510;Hombres;09 Cataluña;2010;Todas las edades;3711637.0
6511;Hombres;09 Cataluña;2011;95 y más años;2809.0
6512;Hombres;09 Cataluña;2011;De 1 a 14 años;569295.0
6513;Hombres;09 Cataluña;2011;De 15 a 29 años;609266.0
6514;Hombres;09 Cataluña;2011;De 30 a 39 años;687374.0
6515;Hombres;09 Cataluña;2011;De 40 a 44 años;320846.0
6516;Hombres;09 Cataluña;2011;De 45 a 49 años;286168.0
6517;Hombres;09 Cataluña;2011;De 50 a 54 años;248039.0
6518;Hombres;09 Cataluña;2011;De 55 a 59 años;212781.0
6519;Hombres;09 Cataluña;2011;De 60 a 64 años;192700.0
6520;Hombres;09 Cataluña;2011;De 65 a 69 años;164379.0
6521;Hombres;09 Cataluña;2011;De 70 a 74 años;122127.0
6522;Hombres;09 Cataluña;2011;De 75 a 79 años;117322.0
6523;Hombres;09 Cataluña;2011;De 80 a 84 años;81464.0
6524;Hombres;09 Cataluña;2011;De 85 a 89 años;101531.0
6525;Hombres;09 Cataluña;2011;De 90 a 94 años;13020.0
6526;Hombres;09 Cataluña;2011;Menos de 1 año;42772.0
6527;Hombres;09 Cataluña;2011;Todas las edades;3713214.0
6528;Hombres;09 Cataluña;2012;95 y más años;2839.0
6529;Hombres;09 Cataluña;2012;De 1 a 14 años;573160.0
6530;Hombres;09 Cataluña;2012;De 15 a 29 años;587845.0
6531;Hombres;09 Cataluña;2012;De 30 a 39 años;660984.0
6532;Hombres;09 Cataluña;2012;De 40 a 44 años;322756.0
6533;Hombres;09 Cataluña;2012;De 45 a 49 años;290759.0
6534;Hombres;09 Cataluña;2012;De 50 a 54 años;250838.0
6535;Hombres;09 Cataluña;2012;De 55 a 59 años;216058.0
6536;Hombres;09 Cataluña;2012;De 60 a 64 años;194430.0
6537;Hombres;09 Cataluña;2012;De 65 a 69 años;171007.0
6538;Hombres;09 Cataluña;2012;De 70 a 74 años;121488.0
6539;Hombres;09 Cataluña;2012;De 75 a 79 años;116668.0
6540;Hombres;09 Cataluña;2012;De 80 a 84 años;84236.0
